"idcase" "depvar" "ic1" "ic2" "ic3" "ic4" "ic5" "oc1" "oc2" "oc3" "oc4" "oc5" "income" "agehed" "rooms" "ncost1" "scost1" "mountn" "valley"
463 2 912.38 1161.9 1077 1127.4 1321.9 212.93 211.35 596.15 547.38 292.74 40000 55 5 1 0 0 0
464 1 630.56 705.71 491.92 746.54 994.07 113.87 131.26 335.42 302.52 150.45 40000 30 7 0 1 0 0
465 4 1023.8 1130.8 1007.9 1211.6 1308.2 196.27 199.69 588.49 419.87 243.34 60000 65 2 0 0 1 0
466 1 821.36 1082.6 933.87 1111.3 1219.2 190.82 172.47 516.85 432.16 231.35 40000 60 5 0 0 0 1
467 2 815.5 1048.7 855.02 1132.4 1139.2 163.65 161.32 586.13 456.27 237.52 50000 50 2 0 1 0 0
468 1 938.01 1081.7 986.74 1194.5 1316.3 201.71 201.22 450.64 454.98 290.56 20000 40 3 1 0 0 0
469 2 873 809.28 848.81 933.97 1018.5 192.8 160.19 485.8 426.77 252.79 70000 45 6 0 1 0 0
470 2 751.13 898.65 665.94 878.97 1039.1 153.34 136.73 447.37 398.04 178.59 70000 35 5 1 0 0 0
471 2 939.2 1133.1 1077.3 1061.4 1278.9 171.87 191.4 510.62 575.8 236.12 20000 50 3 0 1 0 0
472 1 786.19 931.66 821.51 1274.2 1049.3 160.18 150.79 481.47 443.26 238.1 20000 55 3 0 0 0 1
473 3 824.49 1014.5 844.49 1057 956.99 176.16 165.52 497.55 397.7 245.96 20000 65 7 1 0 0 0
474 1 557.63 657.09 551.01 792.56 762.31 128.91 121.34 383.37 263.57 140.24 50000 30 3 0 0 1 0
475 1 851.18 1090.8 1029.2 1275 1199.9 182.51 193.71 590.58 503.3 238.9 50000 50 5 0 0 0 1
476 2 647.17 709.3 740.53 833.41 850.05 132.76 88.107 410.4 360.18 179.79 70000 30 3 0 0 1 0
477 4 665.68 778.4 740.79 842.66 916.91 137.66 132.97 418.17 379.19 200.76 20000 40 3 0 0 1 0
478 1 673.69 832.85 611.52 963.83 862.61 158.91 155.3 497.28 439.14 179.36 20000 50 4 0 0 1 0
479 3 679.63 994.17 848.33 971.24 1108.4 166.39 148.76 493.4 392.94 184.22 30000 30 2 0 1 0 0
480 4 529.22 683.17 580.44 800.33 925.69 142.69 110.27 339.26 427.51 173.37 30000 50 2 0 1 0 0
481 2 899.33 860.48 933.53 1077.6 1032.2 188.32 163.28 545.01 501.33 212.58 50000 40 6 0 0 0 1
482 1 1026.1 1210.5 954.32 1258.3 1348.7 186.14 186.69 526.7 544.74 275.42 40000 60 6 0 0 0 1
483 4 639.39 761.4 667.74 678.27 806.21 152.86 95.942 420.73 344.6 175.22 50000 25 3 1 0 0 0
484 3 815.82 962.48 796.91 1028.5 932.12 179.47 160.61 396.64 427.35 227.33 30000 20 5 0 0 1 0
485 1 852.2 1098.2 1079.9 1112.3 1107.2 197.52 181.54 519.6 530.39 241.65 60000 20 2 1 0 0 0
486 2 695.33 693.55 762.92 904.27 939.2 160.63 151.78 449 380.56 213.06 30000 40 5 1 0 0 0
487 3 611.84 688.73 687.19 847.28 823.23 137.67 109.69 373.92 355.73 163.53 40000 65 5 0 0 0 1
488 3 829.43 955.41 853.06 1140.3 994.72 179.9 165.39 432.3 452.39 242.23 70000 20 2 0 1 0 0
489 4 808.14 1129.4 830.72 1045.5 1158.2 218.27 173.61 505.37 479.65 280.39 30000 20 7 1 0 0 0
490 2 632.92 818.03 585 800.49 886.42 162.21 121.66 420.62 316.6 189.06 60000 55 3 1 0 0 0
491 4 696.12 920.04 796.85 1027.6 953.34 172.15 167.23 428.04 378.05 257.03 70000 50 4 0 0 1 0
492 1 732.49 959.26 938.86 1044 1060 185.2 152.57 402.56 460.88 274.8 30000 30 2 1 0 0 0
493 1 829.72 946.51 726.41 972.72 1188.9 176.63 164.61 497.77 413.51 205.02 40000 65 2 1 0 0 0
494 1 708.34 799.75 641.71 891.47 850.8 150.39 142.01 376.56 407.38 156.85 30000 65 5 1 0 0 0
495 1 984.84 1034.5 1002.8 1196 1185.8 201.15 184.27 649.53 575.85 286.82 70000 30 5 1 0 0 0
496 5 1011.5 1257.2 1110.1 1223.9 1299 214.58 169.68 684.48 512.19 277.58 50000 55 6 0 1 0 0
497 1 763.27 888.14 788.58 1067.4 1032.8 189.92 152.4 461.64 402 194.76 20000 45 5 0 0 0 1
498 4 901.13 1088.1 943.63 1191 1156.3 216.58 188.38 549.8 519.21 248.66 30000 50 3 0 1 0 0
499 1 774.25 780.82 826.57 999.34 1059.9 165.5 165.25 415.85 406.95 158.55 40000 25 7 1 0 0 0
500 1 704.06 1011 763.87 927.41 1061 157.36 178.79 518.29 432.01 227.38 50000 40 7 0 0 1 0
501 1 790.09 848.81 860.86 924.87 993.9 171.03 161.4 488.6 415.59 225.44 50000 40 3 0 1 0 0
502 1 955.13 1041.9 844.2 1030.2 1088.9 176.55 182.15 619 496.12 229.98 40000 25 2 1 0 0 0
503 4 681.53 956.84 811.17 904.07 951.18 155.1 137.64 394.76 402.01 220.6 70000 55 2 0 0 0 1
504 1 826.07 737.22 677.61 992.89 1059.7 165.28 158.75 460.3 397.43 187.39 20000 40 3 1 0 0 0
505 1 698.69 744.66 604.69 737.82 915.24 121.44 112.68 263.65 383.15 188.35 50000 65 4 0 0 0 1
506 2 843.34 964.67 780.74 1148.7 1078.5 164.49 155.27 448.51 478.2 187.75 30000 20 6 1 0 0 0
507 2 788.59 927.72 769.48 963.78 972.63 172.76 130.55 490.12 455.88 194.17 30000 65 2 0 1 0 0
508 1 654.73 841.65 759.06 832.32 807.37 142.69 140.29 393.68 369.4 243.6 20000 25 4 1 0 0 0
509 1 635.25 936.49 625.77 937.28 1047 162.01 137.85 468.64 380.24 172.19 40000 65 4 0 1 0 0
510 1 825.13 998.26 864.37 1113.8 1160.7 191.62 156.58 528.77 491.57 271.1 40000 25 4 0 0 1 0
511 4 611.2 822.17 688.72 785.01 802.44 133.27 108.39 346.85 344.07 179.33 60000 30 7 0 1 0 0
512 1 906.51 960.64 935.98 1044 1022.3 181.08 155.05 494.81 453.2 219.92 50000 35 3 0 1 0 0
513 5 695.97 1035.4 926.6 1033.8 966.85 169.91 147.46 471.39 431.74 249.63 40000 40 5 0 0 0 1
514 1 753.61 941.4 692.86 1032.1 960.97 169.07 164.08 424.74 412.35 217.17 70000 60 2 0 1 0 0
515 2 804.17 971.13 829.89 1030 1001.1 190.42 160.17 523.28 449.83 213.92 40000 50 2 0 0 0 1
516 3 801.67 906.72 731.85 1002.4 924.84 180.07 167.97 420.25 438.37 203.64 20000 50 3 0 0 0 1
517 1 652.27 879.24 791.63 743.34 1070 162.28 140.65 430.74 337.76 197.17 40000 25 4 1 0 0 0
518 4 665.82 907.25 583.44 830.4 1003.2 134.31 138.1 430.63 302.24 154.89 50000 50 2 0 1 0 0
519 1 993.35 1258.1 1065.8 1037.5 1272.7 230.32 204.74 571.82 585.67 303.01 20000 50 4 0 0 1 0
520 4 624.78 1107.5 905.93 1097.3 1109.7 158.19 182.48 552.24 456.23 204.39 70000 30 6 0 0 1 0
521 1 798.68 924.96 784.76 1092.1 1160.2 182.12 174.7 525.5 431.13 230.14 20000 65 7 0 1 0 0
522 1 848.43 1021.1 970.7 924.09 1082.5 170.96 145.18 487.82 391.43 229.15 40000 40 5 0 1 0 0
523 2 856.92 801.6 798.02 1002.4 995.99 168.26 146.89 365.67 393.87 221.22 30000 60 3 0 0 1 0
524 1 790.3 719.45 730.75 1007.8 915.5 153.51 119.22 410.45 333.8 192.93 40000 45 5 0 0 0 1
525 1 890.01 903.6 727.38 762.02 989.96 179.41 154.23 507.31 448.55 220.6 30000 40 3 0 1 0 0
526 1 720.94 944.97 891.91 987.18 964.43 137.31 148.01 399.76 450.36 209.08 70000 50 2 1 0 0 0
527 1 997.03 1207.6 1142.5 1340.3 1341.8 241.34 186.35 663.46 579.41 298.69 40000 35 5 0 1 0 0
528 2 723.33 819.04 760.98 788.01 1066.6 155.35 163.76 458.25 368.75 216.27 70000 30 4 0 1 0 0
529 1 778.98 968.37 808.76 1114.8 1057.6 162.87 149.5 506.75 396.57 210.79 20000 40 2 0 1 0 0
530 1 734.22 1027.3 861.73 1089.7 1150.3 157.59 159.74 493.21 424.91 245.32 60000 45 2 0 0 0 1
531 1 803.19 772.82 935.56 984.76 1136.2 198.49 165.21 497.91 441.64 235.04 40000 25 4 0 0 0 1
532 1 624.21 939.82 909 1054.7 1075.1 194.56 172.64 467.96 414.29 217.33 30000 25 6 1 0 0 0
533 1 864.76 914.31 855.51 1181.3 1087 172.98 163.83 567.26 470.97 223 20000 35 3 0 1 0 0
534 4 602.08 823.57 649.65 672.49 897.79 139.78 148.53 427.32 363.51 175.1 40000 40 6 0 1 0 0
535 2 671.48 726.86 635.93 879.38 879.12 149.37 137.89 378.42 463.47 163.68 50000 30 7 0 0 0 1
536 1 840.22 986.2 956.76 1044.8 1125.6 213.32 157.89 561.76 433.02 254.94 70000 55 2 0 0 0 1
537 2 854.19 910.98 821.35 942.46 1215.2 180.44 190.91 554.49 471.03 227.1 20000 35 3 1 0 0 0
538 1 779.81 796.44 669.75 1022.1 964.88 158.06 125.43 543.19 412.76 209.57 20000 20 3 0 1 0 0
539 1 956.86 1145.4 943.94 931.56 1262.4 184.62 185.17 494.88 436.02 239.05 50000 50 6 1 0 0 0
540 1 869.97 916.53 896.68 1044.3 947.46 181.72 160.16 536.55 435.32 207.88 40000 50 6 0 1 0 0
541 1 820.54 989.73 886.42 1088.8 1018.1 168.09 142.62 521.87 401.26 200.87 60000 55 3 1 0 0 0
542 2 723.98 908.81 749.73 978.3 1096.3 182.26 162.77 409.43 417.97 232.07 70000 65 6 1 0 0 0
543 1 731.92 767.55 706.94 869.86 1038.1 164.63 157.86 413.26 398.7 204.61 60000 60 3 0 1 0 0
544 1 557.55 783.22 598.84 855.27 890.27 131.43 120.49 452.71 390.5 211.49 40000 25 2 0 0 1 0
545 1 654.56 812.12 718.78 855.17 1015.2 150.98 123.86 398.42 335.08 227.39 50000 40 5 0 1 0 0
546 4 846.49 986.91 997.64 843.41 1060.1 181.74 148.58 523.92 430.93 258.75 60000 25 2 1 0 0 0
547 1 799.23 989.23 920.52 995.56 1157.8 196.52 204.26 509.1 469.26 247 60000 20 7 1 0 0 0
548 3 908.12 913.96 900.27 1063.4 1043.3 212.34 171.07 559.23 471.42 238.43 60000 45 3 0 1 0 0
549 1 517.98 685.72 568.59 655.75 852.77 85.217 97.395 324.84 237.93 168.14 30000 30 4 0 0 1 0
550 1 708.01 904.56 736.89 991.81 1023.1 172.18 168.79 537.99 483.98 235.1 50000 50 2 0 1 0 0
551 1 877.38 1030.9 887.12 920.16 1128.3 199.89 141.17 462.3 425.92 245.89 20000 40 5 1 0 0 0
552 2 1001.8 1126.9 1049.3 1283.2 1371.4 239.64 189.13 561.55 497.38 267.87 50000 40 7 0 1 0 0
553 1 827.2 871.68 859.75 1071.6 1146.3 184.8 172.06 445.28 459.96 242.08 30000 40 3 0 0 0 1
554 2 525.81 768.48 588.5 712.29 710.59 109.99 107.03 237.44 304.18 189.58 40000 65 6 1 0 0 0
555 1 805.45 1018.7 841.76 1117.2 998.25 188.85 155.08 478.29 484.97 228.51 30000 45 4 1 0 0 0
556 3 710.17 784.4 733.65 838.46 872.84 140.31 147.24 406.22 373.53 172.77 30000 40 2 0 1 0 0
557 1 727.54 1017.4 889.82 877.19 953.84 159.31 143.14 480.22 409.1 233.23 40000 65 3 1 0 0 0
558 2 736.68 951.14 734.35 840.64 1096.1 125.39 136.15 461.46 419.6 227.43 30000 50 2 0 0 0 1
559 2 752.36 971.81 811.63 1044.6 936.85 172.18 181.96 437.5 464.97 236.05 30000 65 6 0 1 0 0
560 1 757.28 803.59 747.37 1017.1 1009.7 145.55 134.8 406.88 374.01 207.69 40000 40 6 0 0 0 1
561 1 883.47 988.4 863.01 1025.4 1045.2 175.87 156.32 453.23 457.83 249.66 20000 20 5 1 0 0 0
562 2 743.41 919.35 851.71 885.46 1188.4 147.6 166.56 399.06 401.93 210.69 20000 40 6 0 0 1 0
563 1 844.66 999.01 902.7 1098.5 1302.3 210.42 189.14 563.82 479.2 275.79 40000 60 2 1 0 0 0
564 1 895.04 1029.5 827.14 1136.9 1165.4 204.21 176.57 554.1 475.1 259.19 70000 40 7 1 0 0 0
565 1 746.14 1036.7 818.35 913.86 1091.4 178.24 142.19 444.71 465 228.51 70000 20 4 1 0 0 0
566 1 726.52 924.26 824.45 1116.1 1224.9 183.02 142.09 482.48 383.77 226.42 70000 40 3 0 0 0 1
567 1 736.15 928.42 825.25 1034.7 1110.1 175.32 137.26 499.37 438.76 228.93 50000 35 7 1 0 0 0
568 1 916.82 1042.4 946.03 1181.2 1344 222.62 175.92 627.4 503.12 254.03 20000 60 6 1 0 0 0
569 1 971.48 1134.7 1064.9 1259.1 1327.3 198.24 165.66 611.81 505.07 273.29 30000 35 2 0 0 0 1
570 5 569.68 682.07 628.12 593.72 760.93 115.49 77.863 344.65 384.94 154.18 30000 55 2 0 0 1 0
571 2 780.76 811.08 925.92 861.54 1069.2 182.4 152.61 466.8 383.03 219.56 70000 20 3 1 0 0 0
572 1 896 1017.4 969.47 1131.5 1199.9 199.36 173.99 583.8 471.37 276.45 50000 55 6 0 1 0 0
573 2 887.9 899.99 815.37 951.67 1105.6 167.08 190.97 458.85 472.2 224.25 40000 35 3 0 1 0 0
574 1 856.17 1071.5 1000 1048.2 1079.7 190.45 162.04 449.67 419.46 221.72 50000 65 2 1 0 0 0
575 1 919.57 1013.4 919.02 1037 1136.4 156.25 143.63 527.27 414.96 203.11 20000 60 5 0 1 0 0
576 1 605.18 606.7 766.1 757.2 861.97 168.55 137.43 369.33 288.13 190.29 60000 40 5 1 0 0 0
577 1 672.3 751.91 846.55 810.7 989.61 148.63 120.75 369.28 443.54 203.29 30000 35 6 0 1 0 0
578 3 691.06 762.96 700.38 934.52 898.96 174.21 120.1 392.54 395.83 195.52 60000 60 6 0 1 0 0
579 1 896.39 1053.5 799.33 993.46 1161.6 200.66 173.81 535.26 521.85 231.55 20000 35 7 0 0 1 0
580 1 630.94 675.67 659.25 1015.9 866.1 157.65 147.04 384.05 359.44 182 70000 65 2 0 0 0 1
581 2 611.98 709.22 724.91 683.67 787.88 144.17 133.3 358.76 323.18 164.86 40000 65 4 0 1 0 0
582 3 920.07 949.4 943.57 1081.9 1076.3 198.1 162.1 451.49 430.16 242.62 40000 30 7 0 0 0 1
583 1 673.76 798.24 687.8 797.03 1022.8 163.52 151.16 391.04 420.65 205.16 60000 25 3 1 0 0 0
584 4 897.86 1163.6 1003.5 956.89 1241.6 209.7 172.71 525.14 515.94 267.42 60000 35 4 0 0 1 0
585 4 798.79 885.19 852.25 1008.5 1019.5 175.54 152.68 410.02 395.87 242.74 30000 45 7 0 0 1 0
586 2 853.31 1160.8 991.77 1122.2 1264.2 165.23 185.63 533.47 524.81 229.48 40000 65 7 0 0 1 0
587 1 675.49 760.82 870.9 886.29 1056.2 166.62 176.97 432.52 401.39 198.16 70000 20 3 0 1 0 0
588 1 693.2 691.85 607.29 910.01 798.76 132.81 115.26 377.67 364.05 165.97 70000 60 7 1 0 0 0
589 1 707.06 880.76 799.1 1002.9 975.85 167.93 157.28 468.58 418.11 214.65 40000 25 2 1 0 0 0
590 1 895.24 1177.1 933.87 1130.3 1248.6 220.64 168.83 599.41 481.66 260.81 40000 35 7 0 0 1 0
591 2 636.36 946.1 667.37 1063.5 873.13 137.14 131.21 376.62 355.55 230.35 40000 30 5 0 1 0 0
592 3 951.08 999.54 923.39 1029.4 1135.8 183.22 153.84 454.02 487.44 227.4 20000 30 4 0 1 0 0
593 2 783.49 907.25 734.34 925.1 1012.7 168.37 139.28 510.35 405.8 227.51 30000 35 7 0 0 0 1
594 1 669.9 845.4 753.73 893.56 917.79 167.26 129.36 504.34 353.22 195.21 50000 45 3 1 0 0 0
595 1 592.06 699.12 596.48 1005.7 894.46 151.29 119.72 426.01 352.71 159.92 20000 50 3 0 1 0 0
596 1 735.59 875.56 694.29 1040.7 1266.7 169.54 142.39 435.99 338 168.24 50000 60 3 1 0 0 0
597 1 878.73 1003.6 901.7 1087.1 1229.2 186.68 169.69 486.9 561.6 272.62 60000 60 7 0 1 0 0
598 1 842.25 1036.3 909.99 1079.1 1153.9 208.55 175.98 500.3 468.7 217.05 40000 55 2 0 1 0 0
599 1 854.32 1138.7 948.98 1182.8 1277.8 187.49 177.56 571.25 482.46 257.73 30000 65 7 0 0 0 1
600 1 919 1049.6 1024.1 1023.7 1199.8 170.11 159.59 526.1 519.8 231.22 30000 60 4 1 0 0 0
601 1 846.09 1086.3 1030.7 1031.7 1266.3 205.31 164.87 505.08 488.95 214.75 40000 30 4 1 0 0 0
602 1 963.11 1038.2 986.89 908.32 1352.8 201.82 182.96 542.07 500.55 268.61 70000 30 6 1 0 0 0
603 5 709.03 864.87 671.65 689.77 850.78 148.22 127.71 447.52 386.47 185.13 50000 30 3 0 1 0 0
604 3 762.59 888.88 832.65 1075.6 1012.2 171.08 153.88 494.96 394.03 202.15 60000 40 2 0 1 0 0
605 5 776.12 997.49 843.5 1110.1 1170.4 160.17 155.76 445.74 504.77 238.74 70000 20 4 0 0 0 1
606 1 678.78 716.27 781.13 923.78 1110 194.6 132.82 447.84 400.42 242.36 60000 40 5 0 1 0 0
607 4 599.95 755.25 701.47 822.25 861.52 123.68 123.07 344.01 417.22 201.3 50000 20 5 0 0 0 1
608 1 567.86 803.25 599.87 678.64 890.78 132.41 136.79 357.68 297.94 154.44 70000 60 4 0 0 1 0
609 4 736.5 1045.1 839.24 1034.4 1032.6 171.54 158.75 568.66 354.9 263.83 40000 25 5 0 1 0 0
610 1 667.62 889.2 806.49 1043.5 1008.4 161.14 151.57 522.26 458.95 199.1 20000 60 4 0 1 0 0
611 1 704.88 690.11 790.69 881.62 933.53 176.24 153.31 482.57 422.68 238.48 50000 20 2 1 0 0 0
612 3 706.46 786.85 558.64 795.62 813.62 148.85 147.07 352.26 379.53 211.81 60000 20 4 0 1 0 0
613 1 894.15 841.72 804.85 921.54 957.58 180.7 132.07 428 466.39 212.22 40000 45 7 0 0 0 1
614 1 644.33 740.44 841.37 940.62 894.23 173.19 122.65 468.92 430.09 196.45 40000 60 6 1 0 0 0
615 4 587.98 744.61 678.98 876.22 878.81 135.8 136.21 432.79 361.2 160.16 60000 35 6 1 0 0 0
616 1 753.94 832.92 727.37 839.94 955.64 147.51 144.51 471.73 363.96 208.34 60000 45 2 0 1 0 0
617 2 756.01 956.91 950.21 1029.5 1060.3 193.32 138.81 548.73 420.13 241.82 40000 25 5 0 1 0 0
618 1 836.9 1069.1 959.17 1147.5 1286 201.69 199.23 568.68 457.56 250.41 40000 50 3 0 0 0 1
619 2 702.91 956.59 697.07 1034.4 986.12 178.2 150.89 445.15 416.42 199.64 30000 50 7 0 1 0 0
620 2 630.8 909.53 797.56 1091 1090.3 181.6 169.8 459.91 464.42 240.97 30000 40 5 0 0 0 1
621 1 842.23 1072 875.6 1115.1 1370.6 196.33 183.24 559.18 481.84 232.01 50000 55 7 0 1 0 0
622 1 921.07 1090.3 929.69 1134.9 1309.4 209.88 191.11 557.43 493.68 248.63 40000 50 5 0 1 0 0
623 5 807.62 920.13 966.37 1047.1 1050 186.07 164.79 493.3 466.54 220.55 20000 55 3 0 1 0 0
624 4 968.45 861.71 855.22 812.56 1048.7 171.79 165.81 520.51 434.05 229.32 70000 25 5 0 1 0 0
625 1 791.25 931.35 1012.5 1035.7 1151.5 204.7 176.59 513.31 473.32 269.95 30000 30 4 0 0 0 1
626 1 889.86 985.64 989.95 1058.1 1075.5 181.71 154.5 535.59 504.26 259.65 40000 60 3 1 0 0 0
627 1 930.93 969.88 989.43 1007.7 1218.5 185.75 179.72 544.74 598.36 284.98 70000 40 3 0 1 0 0
628 1 800.77 863.61 889.8 1149.9 1096.4 192.28 127.16 492.96 444.5 208.06 30000 25 5 0 0 0 1
629 5 703.88 905.03 752.04 857.2 896.84 133.87 149.02 465.01 393.92 152.58 40000 60 5 1 0 0 0
630 5 826.73 1008.1 898.96 1080.8 1100.8 183.11 181.08 471.82 423.51 267.19 30000 50 5 0 0 0 1
631 4 777.62 1033.3 957.5 1046.1 1390.3 223.72 188.48 535.42 469.46 234.31 50000 25 6 0 0 0 1
632 1 642.43 906.52 855.12 1041.3 962.08 150.93 151.02 469.75 434.82 232.29 60000 55 2 0 0 1 0
633 1 611.58 927.2 734.98 787.26 1062 152.59 132.76 511.49 416.86 237.79 20000 25 3 0 0 0 1
634 1 857.84 900.82 916.63 1044.4 1176.5 228.34 174.82 519.9 509.15 271.01 30000 35 6 1 0 0 0
635 4 722.55 891.89 715.17 864.59 871.77 168.16 144.6 377.48 354.56 202.35 30000 45 6 0 1 0 0
636 1 855.49 998.71 935.99 1140.6 1180 196.81 166.37 520.81 457.38 241.65 50000 35 4 0 1 0 0
637 4 804.4 903.54 742.38 790.9 961.02 138.35 171.36 472.2 387.15 181.62 50000 45 2 0 1 0 0
638 2 958.27 1136.7 1031.9 1349.1 1255.8 210.57 187.21 597.92 521.36 254.63 60000 35 6 1 0 0 0
639 2 775.28 924.35 893.72 962.02 1091.8 172.06 167.11 461.09 432.55 237.98 70000 35 7 1 0 0 0
640 3 829.51 1043.9 963.27 1022.8 1198.8 189.62 157.54 412.59 460.32 241.95 40000 30 5 0 0 1 0
641 5 885.93 992.28 929.64 956.26 1117.1 186.08 178.77 581.59 482.94 247.29 70000 55 7 0 0 1 0
642 1 675.55 697.83 585.57 893.77 872.03 163.5 127.55 399.65 357.16 188.6 60000 50 5 0 0 0 1
643 1 842.6 890.04 750.95 928.03 920.14 134.33 161.83 478.52 463.4 206.17 40000 40 3 1 0 0 0
644 1 609.83 903.63 812.22 809.48 851.15 120.1 154.66 320.93 361.48 198.87 70000 65 6 0 1 0 0
645 1 647.73 894.4 758.11 888.6 936.23 145.75 114.13 334.65 299.47 212.54 30000 65 6 0 1 0 0
646 1 940.11 1137.5 743.61 1148.6 1121.2 176.97 169.89 531.48 457.97 238.24 70000 65 3 1 0 0 0
647 1 723.83 806.87 843.75 1032.6 970.09 164.17 136.46 493.24 405.83 190.9 40000 20 7 0 1 0 0
648 1 777.97 995.99 832.71 1060.5 986.89 187.42 155.9 402.13 454.66 230.29 50000 60 4 1 0 0 0
649 1 795.93 921.56 883.66 941.14 995.73 173.79 155.82 484.65 413.23 212.25 20000 55 2 0 1 0 0
650 2 743.64 999.02 659.89 868.58 997.42 162.18 162.48 377.8 428.54 198.23 70000 40 4 0 1 0 0
651 1 903.95 1038.1 862.05 1090.6 1044.6 147.97 165.05 458.22 413.57 215.13 50000 35 2 1 0 0 0
652 1 675.86 846.26 713.58 840.77 980.14 125.42 133.53 404.25 438.52 179.65 50000 45 3 0 0 0 1
653 1 643.95 696.78 674.08 768.89 1101.8 145.32 135.53 409.82 359.36 169.72 70000 65 3 1 0 0 0
654 1 742.98 928.89 903.33 954.37 1025.3 155.19 140.73 434.41 477.42 227.97 30000 40 2 0 1 0 0
655 2 899.08 1008.2 971.93 1147 1227.4 192.6 172.26 494 474.98 261.52 40000 55 2 0 0 0 1
656 5 803.73 985.13 869.19 992.79 1071.3 183.14 174.88 553.14 473.84 226.25 60000 30 5 0 0 0 1
657 1 758.45 909.5 759.99 1002.5 1078.5 159.94 126.98 371.27 439.96 213.4 20000 20 5 0 0 0 1
658 4 820.05 935.95 1001.4 983.94 1143.3 158.13 149.85 477.79 454.57 211.64 40000 30 6 0 0 0 1
659 4 872.59 937.99 890.89 959.85 1043.4 147.32 148.45 563.66 427.27 232.72 60000 25 3 0 0 0 1
660 3 676.39 689.08 691.08 963.57 874.4 138.08 133.48 416.76 353.6 214.67 30000 65 6 0 1 0 0
661 1 786.8 1086 1000.2 1141.8 1064.3 209.64 181.86 545.33 493.47 287.41 70000 60 7 0 0 0 1
662 1 910.74 954.3 928.53 1015.8 1048.8 188.52 181.48 491.62 453.93 274.26 30000 35 6 0 0 1 0
663 1 581.17 693.59 744.26 835.2 823.61 148.42 135.36 411.76 367.7 177.07 20000 40 3 0 1 0 0
664 1 619.49 755.03 769.61 546.82 789.78 140.08 132.18 319.1 368.98 181.11 70000 60 5 0 1 0 0
665 4 947.79 877.02 695.65 1110.7 1128.4 158.67 160.17 494.31 435.7 220.54 40000 35 2 0 0 0 1
666 4 845.77 1139.8 925.62 1155 1432.1 221.06 165.22 571.15 516.58 236.98 60000 55 6 1 0 0 0
667 2 609.8 689.09 540.34 808.75 787.23 145.41 108.11 428.02 443.07 209.65 50000 60 3 0 1 0 0
668 1 672.21 722.94 756.41 750.42 812.24 183.95 117.15 392.05 313.18 187.57 30000 55 6 1 0 0 0
669 1 595.35 816.93 783.54 717.88 826.26 137.9 133.47 433.12 397.52 192.95 60000 65 2 1 0 0 0
670 1 693.18 856.47 898.77 1068.3 984.17 162.64 149.26 437.47 395.29 198.91 30000 40 4 0 0 1 0
671 1 860.56 961.14 967.99 1038.8 1089.9 183.07 171.3 557.5 430.4 238.55 30000 50 4 0 0 1 0
672 1 919.09 944.3 886.9 1071.4 1205.6 190.12 171.39 531.35 445.55 229.34 60000 40 6 0 1 0 0
673 1 894.8 968.38 847.18 1006.7 1079.8 171.38 181.73 508.04 455.37 201.83 40000 40 5 0 1 0 0
674 1 628.61 845.36 849.72 769.29 910.31 162.06 129.58 332.26 353.19 228.16 40000 50 7 0 1 0 0
675 1 785.96 1005.4 856.24 1070.4 1247.9 183.03 185.13 564.5 482.15 238.53 20000 35 3 0 1 0 0
676 3 693.74 995.11 642.63 731.88 764.26 154.09 122.4 412.34 326.78 165.63 50000 55 5 0 0 0 1
677 1 774.86 916.92 866.05 1015.1 979.96 137.55 148.29 485 358.62 218.84 40000 55 2 1 0 0 0
678 2 832.33 950.04 1055.4 810.16 1184.7 152.64 161.81 519.26 436.89 221.39 60000 60 4 0 1 0 0
679 3 699.28 833.54 697.8 796.53 877.5 140.61 130.33 424.96 380.75 208.88 60000 30 3 0 1 0 0
680 1 964.55 1076.4 908.76 847.51 1243.5 172.97 159.01 508.06 498.2 238.44 70000 25 3 0 0 0 1
681 1 597.98 805.99 647.81 755.58 787.13 126.78 114.09 398.59 328.74 199.78 40000 65 2 0 1 0 0
682 1 902.31 970.22 936.67 1081.3 1118.8 182.4 147.81 476.52 483.74 222.65 20000 50 5 0 1 0 0
683 4 703.55 733.99 728.42 721.17 865.1 141.15 149.97 467.25 374.05 192.44 40000 25 5 0 1 0 0
684 1 992.59 1268.2 1071.6 1211.3 1337.3 208.11 190.44 558.45 514.35 261.85 40000 60 4 0 1 0 0
685 2 708.31 1081.3 841.01 882.97 1154.7 175.8 151.72 492.38 435.43 215.96 30000 60 5 0 0 1 0
686 5 874.42 956.61 872.52 1070.3 1173.1 198.63 145.68 567.42 455.55 233.05 70000 50 7 0 1 0 0
687 1 613.79 988.96 811.59 918.63 897.44 164.8 121.27 452.76 385.36 209.28 70000 30 3 0 1 0 0
688 4 722.62 823.51 832.83 980.37 961.27 159.51 153.24 541.93 409.15 215.69 50000 20 7 0 1 0 0
689 1 769.08 935.43 805.93 1055.3 925.48 163.88 125.71 456.94 497.21 214.82 60000 60 6 1 0 0 0
690 2 723.49 862.54 804.09 948.8 988.55 170.58 137.81 481.27 434.92 211.73 50000 55 4 0 0 0 1
691 1 729.01 901.56 757.29 1057.2 1179.1 159.26 146.82 533.54 432.11 223.69 60000 40 4 0 0 1 0
692 2 741.37 957.68 806.64 1035.7 989.46 153.42 174.08 522.26 382.73 202.38 30000 50 4 0 0 0 1
693 1 786.69 980.37 989.91 934.7 1117.4 190.46 174.04 570.33 480.18 263.63 70000 30 2 1 0 0 0
